ID;Notional;Counterparty
3208;3208000;B
3209;3209000;A
3210;3210000;B
3211;3211000;A
3212;3212000;B
3213;3213000;A
3214;3214000;B
3215;3215000;A
3216;3216000;B
3217;3217000;A
3218;3218000;B
3219;3219000;A
3220;3220000;B
3221;3221000;A
3222;3222000;B
3223;3223000;A
3224;3224000;B
3225;3225000;A
3226;3226000;B
3227;3227000;A
3228;3228000;B
3229;3229000;A
3230;3230000;B
3231;3231000;A
3232;3232000;B
3233;3233000;A
3234;3234000;B
3235;3235000;A
3236;3236000;B
3237;3237000;A
3238;3238000;B
3239;3239000;A
3240;3240000;B
3241;3241000;A
3242;3242000;B
3243;3243000;A
3244;3244000;B
3245;3245000;A
3246;3246000;B
3247;3247000;A
3248;3248000;B
3249;3249000;A
3250;3250000;B
3251;3251000;A
3252;3252000;B
3253;3253000;A
3254;3254000;B
3255;3255000;A
3256;3256000;B
3257;3257000;A
3258;3258000;B
3259;3259000;A
3260;3260000;B
3261;3261000;A
3262;3262000;B
3263;3263000;A
3264;3264000;B
3265;3265000;A
3266;3266000;B
3267;3267000;A
3268;3268000;B
3269;3269000;A
3270;3270000;B
3271;3271000;A
3272;3272000;B
3273;3273000;A
3274;3274000;B
3275;3275000;A
3276;3276000;B
3277;3277000;A
3278;3278000;B
3279;3279000;A
3280;3280000;B
3281;3281000;A
3282;3282000;B
3283;3283000;A
3284;3284000;B
3285;3285000;A
3286;3286000;B
3287;3287000;A
3288;3288000;B
3289;3289000;A
3290;3290000;B
3291;3291000;A
3292;3292000;B
3293;3293000;A
3294;3294000;B
3295;3295000;A
3296;3296000;B
3297;3297000;A
3298;3298000;B
3299;3299000;A
3300;3300000;B
3301;3301000;A
3302;3302000;B
3303;3303000;A
3304;3304000;B
3305;3305000;A
3306;3306000;B
3307;3307000;A
3308;3308000;B
3309;3309000;A
3310;3310000;B
3311;3311000;A
3312;3312000;B
3313;3313000;A
3314;3314000;B
3315;3315000;A
3316;3316000;B
3317;3317000;A
3318;3318000;B
3319;3319000;A
3320;3320000;B
3321;3321000;A
3322;3322000;B
3323;3323000;A
3324;3324000;B
3325;3325000;A
3326;3326000;B
3327;3327000;A
3328;3328000;B
3329;3329000;A
3330;3330000;B
3331;3331000;A
3332;3332000;B
3333;3333000;A
3334;3334000;B
3335;3335000;A
3336;3336000;B
3337;3337000;A
3338;3338000;B
3339;3339000;A
3340;3340000;B
3341;3341000;A
3342;3342000;B
3343;3343000;A
3344;3344000;B
3345;3345000;A
3346;3346000;B
3347;3347000;A
3348;3348000;B
3349;3349000;A
3350;3350000;B
3351;3351000;A
3352;3352000;B
3353;3353000;A
3354;3354000;B
3355;3355000;A
3356;3356000;B
3357;3357000;A
3358;3358000;B
3359;3359000;A
3360;3360000;B
3361;3361000;A
3362;3362000;B
3363;3363000;A
3364;3364000;B
3365;3365000;A
3366;3366000;B
3367;3367000;A
3368;3368000;B
3369;3369000;A
3370;3370000;B
3371;3371000;A
3372;3372000;B
3373;3373000;A
3374;3374000;B
3375;3375000;A
3376;3376000;B
3377;3377000;A
3378;3378000;B
3379;3379000;A
3380;3380000;B
3381;3381000;A
3382;3382000;B
3383;3383000;A
3384;3384000;B
3385;3385000;A
3386;3386000;B
3387;3387000;A
3388;3388000;B
3389;3389000;A
3390;3390000;B
3391;3391000;A
3392;3392000;B
3393;3393000;A
3394;3394000;B
3395;3395000;A
3396;3396000;B
3397;3397000;A
3398;3398000;B
3399;3399000;A
3400;3400000;B
3401;3401000;A
3402;3402000;B
3403;3403000;A
3404;3404000;B
3405;3405000;A
3406;3406000;B
3407;3407000;A
3408;3408000;B
3409;3409000;A
3410;3410000;B
3411;3411000;A
3412;3412000;B
3413;3413000;A
3414;3414000;B
3415;3415000;A
3416;3416000;B
3417;3417000;A
3418;3418000;B
3419;3419000;A
3420;3420000;B
3421;3421000;A
3422;3422000;B
3423;3423000;A
3424;3424000;B
3425;3425000;A
3426;3426000;B
3427;3427000;A
3428;3428000;B
3429;3429000;A
3430;3430000;B
3431;3431000;A
3432;3432000;B
3433;3433000;A
3434;3434000;B
3435;3435000;A
3436;3436000;B
3437;3437000;A
3438;3438000;B
3439;3439000;A
3440;3440000;B
3441;3441000;A
3442;3442000;B
3443;3443000;A
3444;3444000;B
3445;3445000;A
3446;3446000;B
3447;3447000;A
3448;3448000;B
3449;3449000;A
3450;3450000;B
3451;3451000;A
3452;3452000;B
3453;3453000;A
3454;3454000;B
3455;3455000;A
3456;3456000;B
3457;3457000;A
3458;3458000;B
3459;3459000;A
3460;3460000;B
3461;3461000;A
3462;3462000;B
3463;3463000;A
3464;3464000;B
3465;3465000;A
3466;3466000;B
3467;3467000;A
3468;3468000;B
3469;3469000;A
3470;3470000;B
3471;3471000;A
3472;3472000;B
3473;3473000;A
3474;3474000;B
3475;3475000;A
3476;3476000;B
3477;3477000;A
3478;3478000;B
3479;3479000;A
3480;3480000;B
3481;3481000;A
3482;3482000;B
3483;3483000;A
3484;3484000;B
3485;3485000;A
3486;3486000;B
3487;3487000;A
3488;3488000;B
3489;3489000;A
3490;3490000;B
3491;3491000;A
3492;3492000;B
3493;3493000;A
3494;3494000;B
3495;3495000;A
3496;3496000;B
3497;3497000;A
3498;3498000;B
3499;3499000;A
3500;3500000;B
3501;3501000;A
3502;3502000;B
3503;3503000;A
3504;3504000;B
3505;3505000;A
3506;3506000;B
3507;3507000;A
3508;3508000;B
3509;3509000;A
3510;3510000;B
3511;3511000;A
3512;3512000;B
3513;3513000;A
3514;3514000;B
3515;3515000;A
3516;3516000;B
3517;3517000;A
3518;3518000;B
3519;3519000;A
3520;3520000;B
3521;3521000;A
3522;3522000;B
3523;3523000;A
3524;3524000;B
3525;3525000;A
3526;3526000;B
3527;3527000;A
3528;3528000;B
3529;3529000;A
3530;3530000;B
3531;3531000;A
3532;3532000;B
3533;3533000;A
3534;3534000;B
3535;3535000;A
3536;3536000;B
3537;3537000;A
3538;3538000;B
3539;3539000;A
3540;3540000;B
3541;3541000;A
3542;3542000;B
3543;3543000;A
3544;3544000;B
3545;3545000;A
3546;3546000;B
3547;3547000;A
3548;3548000;B
3549;3549000;A
3550;3550000;B
3551;3551000;A
3552;3552000;B
3553;3553000;A
3554;3554000;B
3555;3555000;A
3556;3556000;B
3557;3557000;A
3558;3558000;B
3559;3559000;A
3560;3560000;B
3561;3561000;A
3562;3562000;B
3563;3563000;A
3564;3564000;B
3565;3565000;A
3566;3566000;B
3567;3567000;A
3568;3568000;B
3569;3569000;A
3570;3570000;B
3571;3571000;A
3572;3572000;B
3573;3573000;A
3574;3574000;B
3575;3575000;A
3576;3576000;B
3577;3577000;A
3578;3578000;B
3579;3579000;A
3580;3580000;B
3581;3581000;A
3582;3582000;B
3583;3583000;A
3584;3584000;B
3585;3585000;A
3586;3586000;B
3587;3587000;A
3588;3588000;B
3589;3589000;A
3590;3590000;B
3591;3591000;A
3592;3592000;B
3593;3593000;A
3594;3594000;B
3595;3595000;A
3596;3596000;B
3597;3597000;A
3598;3598000;B
3599;3599000;A
3600;3600000;B
3601;3601000;A
3602;3602000;B
3603;3603000;A
3604;3604000;B
3605;3605000;A
3606;3606000;B
3607;3607000;A
3608;3608000;B
3609;3609000;A
3610;3610000;B
3611;3611000;A
3612;3612000;B
3613;3613000;A
3614;3614000;B
3615;3615000;A
3616;3616000;B
3617;3617000;A
3618;3618000;B
3619;3619000;A
3620;3620000;B
3621;3621000;A
3622;3622000;B
3623;3623000;A
3624;3624000;B
3625;3625000;A
3626;3626000;B
3627;3627000;A
3628;3628000;B
3629;3629000;A
3630;3630000;B
3631;3631000;A
3632;3632000;B
3633;3633000;A
3634;3634000;B
3635;3635000;A
3636;3636000;B
3637;3637000;A
3638;3638000;B
3639;3639000;A
3640;3640000;B
3641;3641000;A
3642;3642000;B
3643;3643000;A
3644;3644000;B
3645;3645000;A
3646;3646000;B
3647;3647000;A
3648;3648000;B
3649;3649000;A
3650;3650000;B
3651;3651000;A
3652;3652000;B
3653;3653000;A
3654;3654000;B
3655;3655000;A
3656;3656000;B
3657;3657000;A
3658;3658000;B
3659;3659000;A
3660;3660000;B
3661;3661000;A
3662;3662000;B
3663;3663000;A
3664;3664000;B
3665;3665000;A
3666;3666000;B
3667;3667000;A
3668;3668000;B
3669;3669000;A
3670;3670000;B
3671;3671000;A
3672;3672000;B
3673;3673000;A
3674;3674000;B
3675;3675000;A
3676;3676000;B
3677;3677000;A
3678;3678000;B
3679;3679000;A
3680;3680000;B
3681;3681000;A
3682;3682000;B
3683;3683000;A
3684;3684000;B
3685;3685000;A
3686;3686000;B
3687;3687000;A
3688;3688000;B
3689;3689000;A
3690;3690000;B
3691;3691000;A
3692;3692000;B
3693;3693000;A
3694;3694000;B
3695;3695000;A
3696;3696000;B
3697;3697000;A
3698;3698000;B
3699;3699000;A
3700;3700000;B
3701;3701000;A
3702;3702000;B
3703;3703000;A
3704;3704000;B
3705;3705000;A
3706;3706000;B
3707;3707000;A
3708;3708000;B
3709;3709000;A
3710;3710000;B
3711;3711000;A
3712;3712000;B
3713;3713000;A
3714;3714000;B
3715;3715000;A
3716;3716000;B
3717;3717000;A
3718;3718000;B
3719;3719000;A
3720;3720000;B
3721;3721000;A
3722;3722000;B
3723;3723000;A
3724;3724000;B
3725;3725000;A
3726;3726000;B
3727;3727000;A
3728;3728000;B
3729;3729000;A
3730;3730000;B
3731;3731000;A
3732;3732000;B
3733;3733000;A
3734;3734000;B
3735;3735000;A
3736;3736000;B
3737;3737000;A
3738;3738000;B
3739;3739000;A
3740;3740000;B
3741;3741000;A
3742;3742000;B
3743;3743000;A
3744;3744000;B
3745;3745000;A
3746;3746000;B
3747;3747000;A
3748;3748000;B
3749;3749000;A
3750;3750000;B
3751;3751000;A
3752;3752000;B
3753;3753000;A
3754;3754000;B
3755;3755000;A
3756;3756000;B
3757;3757000;A
3758;3758000;B
3759;3759000;A
3760;3760000;B
3761;3761000;A
3762;3762000;B
3763;3763000;A
3764;3764000;B
3765;3765000;A
3766;3766000;B
3767;3767000;A
3768;3768000;B
3769;3769000;A
3770;3770000;B
3771;3771000;A
3772;3772000;B
3773;3773000;A
3774;3774000;B
3775;3775000;A
3776;3776000;B
3777;3777000;A
3778;3778000;B
3779;3779000;A
3780;3780000;B
3781;3781000;A
3782;3782000;B
3783;3783000;A
3784;3784000;B
3785;3785000;A
3786;3786000;B
3787;3787000;A
3788;3788000;B
3789;3789000;A
3790;3790000;B
3791;3791000;A
3792;3792000;B
3793;3793000;A
3794;3794000;B
3795;3795000;A
3796;3796000;B
3797;3797000;A
3798;3798000;B
3799;3799000;A
3800;3800000;B
3801;3801000;A
3802;3802000;B
3803;3803000;A
3804;3804000;B
3805;3805000;A
3806;3806000;B
3807;3807000;A
3808;3808000;B
3809;3809000;A
3810;3810000;B
3811;3811000;A
3812;3812000;B
3813;3813000;A
3814;3814000;B
3815;3815000;A
3816;3816000;B
3817;3817000;A
3818;3818000;B
3819;3819000;A
3820;3820000;B
3821;3821000;A
3822;3822000;B
3823;3823000;A
3824;3824000;B
3825;3825000;A
3826;3826000;B
3827;3827000;A
3828;3828000;B
3829;3829000;A
3830;3830000;B
3831;3831000;A
3832;3832000;B
3833;3833000;A
3834;3834000;B
3835;3835000;A
3836;3836000;B
3837;3837000;A
3838;3838000;B
3839;3839000;A
3840;3840000;B
3841;3841000;A
3842;3842000;B
3843;3843000;A
3844;3844000;B
3845;3845000;A
3846;3846000;B
3847;3847000;A
3848;3848000;B
3849;3849000;A
3850;3850000;B
3851;3851000;A
3852;3852000;B
3853;3853000;A
3854;3854000;B
3855;3855000;A
3856;3856000;B
3857;3857000;A
3858;3858000;B
3859;3859000;A
3860;3860000;B
3861;3861000;A
3862;3862000;B
3863;3863000;A
3864;3864000;B
3865;3865000;A
3866;3866000;B
3867;3867000;A
3868;3868000;B
3869;3869000;A
3870;3870000;B
3871;3871000;A
3872;3872000;B
3873;3873000;A
3874;3874000;B
3875;3875000;A
3876;3876000;B
3877;3877000;A
3878;3878000;B
3879;3879000;A
3880;3880000;B
3881;3881000;A
3882;3882000;B
3883;3883000;A
3884;3884000;B
3885;3885000;A
3886;3886000;B
3887;3887000;A
3888;3888000;B
3889;3889000;A
3890;3890000;B
3891;3891000;A
3892;3892000;B
3893;3893000;A
3894;3894000;B
3895;3895000;A
3896;3896000;B
3897;3897000;A
3898;3898000;B
3899;3899000;A
3900;3900000;B
3901;3901000;A
3902;3902000;B
3903;3903000;A
3904;3904000;B
3905;3905000;A
3906;3906000;B
3907;3907000;A
3908;3908000;B
3909;3909000;A
3910;3910000;B
3911;3911000;A
3912;3912000;B
3913;3913000;A
3914;3914000;B
3915;3915000;A
3916;3916000;B
3917;3917000;A
3918;3918000;B
3919;3919000;A
3920;3920000;B
3921;3921000;A
3922;3922000;B
3923;3923000;A
3924;3924000;B
3925;3925000;A
3926;3926000;B
3927;3927000;A
3928;3928000;B
3929;3929000;A
3930;3930000;B
3931;3931000;A
3932;3932000;B
3933;3933000;A
3934;3934000;B
3935;3935000;A
3936;3936000;B
3937;3937000;A
3938;3938000;B
3939;3939000;A
3940;3940000;B
3941;3941000;A
3942;3942000;B
3943;3943000;A
3944;3944000;B
3945;3945000;A
3946;3946000;B
3947;3947000;A
3948;3948000;B
3949;3949000;A
3950;3950000;B
3951;3951000;A
3952;3952000;B
3953;3953000;A
3954;3954000;B
3955;3955000;A
3956;3956000;B
3957;3957000;A
3958;3958000;B
3959;3959000;A
3960;3960000;B
3961;3961000;A
3962;3962000;B
3963;3963000;A
3964;3964000;B
3965;3965000;A
3966;3966000;B
3967;3967000;A
3968;3968000;B
3969;3969000;A
3970;3970000;B
3971;3971000;A
3972;3972000;B
3973;3973000;A
3974;3974000;B
3975;3975000;A
3976;3976000;B
3977;3977000;A
3978;3978000;B
3979;3979000;A
3980;3980000;B
3981;3981000;A
3982;3982000;B
3983;3983000;A
3984;3984000;B
3985;3985000;A
3986;3986000;B
3987;3987000;A
3988;3988000;B
3989;3989000;A
3990;3990000;B
3991;3991000;A
3992;3992000;B
3993;3993000;A
3994;3994000;B
3995;3995000;A
3996;3996000;B
3997;3997000;A
3998;3998000;B
3999;3999000;A
4000;4000000;B
4001;4001000;A
4002;4002000;B
4003;4003000;A
4004;4004000;B
4005;4005000;A
4006;4006000;B
4007;4007000;A
4008;4008000;B
4009;4009000;A
4010;4010000;B
4011;4011000;A
4012;4012000;B
4013;4013000;A
4014;4014000;B
4015;4015000;A
4016;4016000;B
4017;4017000;A
4018;4018000;B
4019;4019000;A
4020;4020000;B
4021;4021000;A
4022;4022000;B
4023;4023000;A
4024;4024000;B
4025;4025000;A
4026;4026000;B
4027;4027000;A
4028;4028000;B
4029;4029000;A
4030;4030000;B
4031;4031000;A
4032;4032000;B
4033;4033000;A
4034;4034000;B
4035;4035000;A
4036;4036000;B
4037;4037000;A
4038;4038000;B
4039;4039000;A
4040;4040000;B
4041;4041000;A
4042;4042000;B
4043;4043000;A
4044;4044000;B
4045;4045000;A
4046;4046000;B
4047;4047000;A
4048;4048000;B
4049;4049000;A
4050;4050000;B
4051;4051000;A
4052;4052000;B
4053;4053000;A
4054;4054000;B
4055;4055000;A
4056;4056000;B
4057;4057000;A
4058;4058000;B
4059;4059000;A
4060;4060000;B
4061;4061000;A
4062;4062000;B
4063;4063000;A
4064;4064000;B
4065;4065000;A
4066;4066000;B
4067;4067000;A
4068;4068000;B
4069;4069000;A
4070;4070000;B
4071;4071000;A
4072;4072000;B
4073;4073000;A
4074;4074000;B
4075;4075000;A
4076;4076000;B
4077;4077000;A
4078;4078000;B
4079;4079000;A
4080;4080000;B
4081;4081000;A
4082;4082000;B
4083;4083000;A
4084;4084000;B
4085;4085000;A
4086;4086000;B
4087;4087000;A
4088;4088000;B
4089;4089000;A
4090;4090000;B
4091;4091000;A
4092;4092000;B
4093;4093000;A
4094;4094000;B
4095;4095000;A
4096;4096000;B
4097;4097000;A
4098;4098000;B
4099;4099000;A
4100;4100000;B
4101;4101000;A
4102;4102000;B
4103;4103000;A
4104;4104000;B
4105;4105000;A
4106;4106000;B
4107;4107000;A
4108;4108000;B
4109;4109000;A
4110;4110000;B
4111;4111000;A
4112;4112000;B
4113;4113000;A
4114;4114000;B
4115;4115000;A
4116;4116000;B
4117;4117000;A
4118;4118000;B
4119;4119000;A
4120;4120000;B
4121;4121000;A
4122;4122000;B
4123;4123000;A
4124;4124000;B
4125;4125000;A
4126;4126000;B
4127;4127000;A
4128;4128000;B
4129;4129000;A
4130;4130000;B
4131;4131000;A
4132;4132000;B
4133;4133000;A
4134;4134000;B
4135;4135000;A
4136;4136000;B
4137;4137000;A
4138;4138000;B
4139;4139000;A
4140;4140000;B
4141;4141000;A
4142;4142000;B
4143;4143000;A
4144;4144000;B
4145;4145000;A
4146;4146000;B
4147;4147000;A
4148;4148000;B
4149;4149000;A
4150;4150000;B
4151;4151000;A
4152;4152000;B
4153;4153000;A
4154;4154000;B
4155;4155000;A
4156;4156000;B
4157;4157000;A
4158;4158000;B
4159;4159000;A
4160;4160000;B
4161;4161000;A
4162;4162000;B
4163;4163000;A
4164;4164000;B
4165;4165000;A
4166;4166000;B
4167;4167000;A
4168;4168000;B
4169;4169000;A
4170;4170000;B
4171;4171000;A
4172;4172000;B
4173;4173000;A
4174;4174000;B
4175;4175000;A
4176;4176000;B
4177;4177000;A
4178;4178000;B
4179;4179000;A
4180;4180000;B
4181;4181000;A
4182;4182000;B
4183;4183000;A
4184;4184000;B
4185;4185000;A
4186;4186000;B
4187;4187000;A
4188;4188000;B
4189;4189000;A
4190;4190000;B
4191;4191000;A
4192;4192000;B
4193;4193000;A
4194;4194000;B
4195;4195000;A
4196;4196000;B
4197;4197000;A
4198;4198000;B
4199;4199000;A
4200;4200000;B
4201;4201000;A
4202;4202000;B
4203;4203000;A
4204;4204000;B
4205;4205000;A
4206;4206000;B
4207;4207000;A
4208;4208000;B
4209;4209000;A
4210;4210000;B
4211;4211000;A
4212;4212000;B
4213;4213000;A
4214;4214000;B
4215;4215000;A
4216;4216000;B
4217;4217000;A
4218;4218000;B
4219;4219000;A
4220;4220000;B
4221;4221000;A
4222;4222000;B
4223;4223000;A
4224;4224000;B
4225;4225000;A
4226;4226000;B
4227;4227000;A
4228;4228000;B
4229;4229000;A
4230;4230000;B
4231;4231000;A
4232;4232000;B
4233;4233000;A
4234;4234000;B
4235;4235000;A
4236;4236000;B
4237;4237000;A
4238;4238000;B
4239;4239000;A
4240;4240000;B
4241;4241000;A
4242;4242000;B
4243;4243000;A
4244;4244000;B
4245;4245000;A
4246;4246000;B
4247;4247000;A
4248;4248000;B
4249;4249000;A
4250;4250000;B
4251;4251000;A
4252;4252000;B
4253;4253000;A
4254;4254000;B
4255;4255000;A
4256;4256000;B
4257;4257000;A
4258;4258000;B
4259;4259000;A
4260;4260000;B
4261;4261000;A
4262;4262000;B
4263;4263000;A
4264;4264000;B
4265;4265000;A
4266;4266000;B
4267;4267000;A
4268;4268000;B
4269;4269000;A
4270;4270000;B
4271;4271000;A
4272;4272000;B
4273;4273000;A
4274;4274000;B
4275;4275000;A
4276;4276000;B
4277;4277000;A
4278;4278000;B
4279;4279000;A
4280;4280000;B
4281;4281000;A
4282;4282000;B
4283;4283000;A
4284;4284000;B
4285;4285000;A
4286;4286000;B
4287;4287000;A
4288;4288000;B
4289;4289000;A
4290;4290000;B
4291;4291000;A
4292;4292000;B
4293;4293000;A
4294;4294000;B
4295;4295000;A
4296;4296000;B
4297;4297000;A
4298;4298000;B
4299;4299000;A
4300;4300000;B
4301;4301000;A
4302;4302000;B
4303;4303000;A
4304;4304000;B
4305;4305000;A
4306;4306000;B
4307;4307000;A
4308;4308000;B
4309;4309000;A
4310;4310000;B
4311;4311000;A
4312;4312000;B
4313;4313000;A
4314;4314000;B
4315;4315000;A
4316;4316000;B
4317;4317000;A
4318;4318000;B
4319;4319000;A
4320;4320000;B
4321;4321000;A
4322;4322000;B
4323;4323000;A
4324;4324000;B
4325;4325000;A
4326;4326000;B
4327;4327000;A
4328;4328000;B
4329;4329000;A
4330;4330000;B
4331;4331000;A
4332;4332000;B
4333;4333000;A
4334;4334000;B
4335;4335000;A
4336;4336000;B
4337;4337000;A
4338;4338000;B
4339;4339000;A
4340;4340000;B
4341;4341000;A
4342;4342000;B
4343;4343000;A
4344;4344000;B
4345;4345000;A
4346;4346000;B
4347;4347000;A
4348;4348000;B
4349;4349000;A
4350;4350000;B
4351;4351000;A
4352;4352000;B
4353;4353000;A
4354;4354000;B
4355;4355000;A
4356;4356000;B
4357;4357000;A
4358;4358000;B
4359;4359000;A
4360;4360000;B
4361;4361000;A
4362;4362000;B
4363;4363000;A
4364;4364000;B
4365;4365000;A
4366;4366000;B
4367;4367000;A
4368;4368000;B
4369;4369000;A
4370;4370000;B
4371;4371000;A
4372;4372000;B
4373;4373000;A
4374;4374000;B
4375;4375000;A
4376;4376000;B
4377;4377000;A
4378;4378000;B
4379;4379000;A
4380;4380000;B
4381;4381000;A
4382;4382000;B
4383;4383000;A
4384;4384000;B
4385;4385000;A
4386;4386000;B
4387;4387000;A
4388;4388000;B
4389;4389000;A
4390;4390000;B
4391;4391000;A
4392;4392000;B
4393;4393000;A
4394;4394000;B
4395;4395000;A
4396;4396000;B
4397;4397000;A
4398;4398000;B
4399;4399000;A
4400;4400000;B
4401;4401000;A
4402;4402000;B
4403;4403000;A
4404;4404000;B
4405;4405000;A
4406;4406000;B
4407;4407000;A
4408;4408000;B
4409;4409000;A
4410;4410000;B
4411;4411000;A
4412;4412000;B
4413;4413000;A
4414;4414000;B
4415;4415000;A
4416;4416000;B
4417;4417000;A
4418;4418000;B
4419;4419000;A
4420;4420000;B
4421;4421000;A
4422;4422000;B
4423;4423000;A
4424;4424000;B
4425;4425000;A
4426;4426000;B
4427;4427000;A
4428;4428000;B
4429;4429000;A
4430;4430000;B
4431;4431000;A
4432;4432000;B
4433;4433000;A
4434;4434000;B
4435;4435000;A
4436;4436000;B
4437;4437000;A
4438;4438000;B
4439;4439000;A
4440;4440000;B
4441;4441000;A
4442;4442000;B
4443;4443000;A
4444;4444000;B
4445;4445000;A
4446;4446000;B
4447;4447000;A
4448;4448000;B
4449;4449000;A
4450;4450000;B
4451;4451000;A
4452;4452000;B
4453;4453000;A
4454;4454000;B
4455;4455000;A
4456;4456000;B
4457;4457000;A
4458;4458000;B
4459;4459000;A
4460;4460000;B
4461;4461000;A
4462;4462000;B
4463;4463000;A
4464;4464000;B
4465;4465000;A
4466;4466000;B
4467;4467000;A
4468;4468000;B
4469;4469000;A
4470;4470000;B
4471;4471000;A
4472;4472000;B
4473;4473000;A
4474;4474000;B
4475;4475000;A
4476;4476000;B
4477;4477000;A
4478;4478000;B
4479;4479000;A
4480;4480000;B
4481;4481000;A
4482;4482000;B
4483;4483000;A
4484;4484000;B
4485;4485000;A
4486;4486000;B
4487;4487000;A
4488;4488000;B
4489;4489000;A
4490;4490000;B
4491;4491000;A
4492;4492000;B
4493;4493000;A
4494;4494000;B
4495;4495000;A
4496;4496000;B
4497;4497000;A
4498;4498000;B
4499;4499000;A
4500;4500000;B
4501;4501000;A
4502;4502000;B
4503;4503000;A
4504;4504000;B
4505;4505000;A
4506;4506000;B
4507;4507000;A
4508;4508000;B
4509;4509000;A
4510;4510000;B
4511;4511000;A
4512;4512000;B
4513;4513000;A
4514;4514000;B
4515;4515000;A
4516;4516000;B
4517;4517000;A
4518;4518000;B
4519;4519000;A
4520;4520000;B
4521;4521000;A
4522;4522000;B
4523;4523000;A
4524;4524000;B
4525;4525000;A
4526;4526000;B
4527;4527000;A
4528;4528000;B
4529;4529000;A
4530;4530000;B
4531;4531000;A
4532;4532000;B
4533;4533000;A
4534;4534000;B
4535;4535000;A
4536;4536000;B
4537;4537000;A
4538;4538000;B
4539;4539000;A
4540;4540000;B
4541;4541000;A
4542;4542000;B
4543;4543000;A
4544;4544000;B
4545;4545000;A
4546;4546000;B
4547;4547000;A
4548;4548000;B
4549;4549000;A
4550;4550000;B
4551;4551000;A
4552;4552000;B
4553;4553000;A
4554;4554000;B
4555;4555000;A
4556;4556000;B
4557;4557000;A
4558;4558000;B
4559;4559000;A
4560;4560000;B
4561;4561000;A
4562;4562000;B
4563;4563000;A
4564;4564000;B
4565;4565000;A
4566;4566000;B
4567;4567000;A
4568;4568000;B
4569;4569000;A
4570;4570000;B
4571;4571000;A
4572;4572000;B
4573;4573000;A
4574;4574000;B
4575;4575000;A
4576;4576000;B
4577;4577000;A
4578;4578000;B
4579;4579000;A
4580;4580000;B
4581;4581000;A
4582;4582000;B
4583;4583000;A
4584;4584000;B
4585;4585000;A
4586;4586000;B
4587;4587000;A
4588;4588000;B
4589;4589000;A
4590;4590000;B
4591;4591000;A
4592;4592000;B
4593;4593000;A
4594;4594000;B
4595;4595000;A
4596;4596000;B
4597;4597000;A
4598;4598000;B
4599;4599000;A
4600;4600000;B
4601;4601000;A
4602;4602000;B
4603;4603000;A
4604;4604000;B
4605;4605000;A
4606;4606000;B
4607;4607000;A
4608;4608000;B
4609;4609000;A
4610;4610000;B
4611;4611000;A
4612;4612000;B
4613;4613000;A
4614;4614000;B
4615;4615000;A
4616;4616000;B
4617;4617000;A
4618;4618000;B
4619;4619000;A
4620;4620000;B
4621;4621000;A
4622;4622000;B
4623;4623000;A
4624;4624000;B
4625;4625000;A
4626;4626000;B
4627;4627000;A
4628;4628000;B
4629;4629000;A
4630;4630000;B
4631;4631000;A
4632;4632000;B
4633;4633000;A
4634;4634000;B
4635;4635000;A
4636;4636000;B
4637;4637000;A
4638;4638000;B
4639;4639000;A
4640;4640000;B
4641;4641000;A
4642;4642000;B
4643;4643000;A
4644;4644000;B
4645;4645000;A
4646;4646000;B
4647;4647000;A
4648;4648000;B
4649;4649000;A
4650;4650000;B
4651;4651000;A
4652;4652000;B
4653;4653000;A
4654;4654000;B
4655;4655000;A
4656;4656000;B
4657;4657000;A
4658;4658000;B
4659;4659000;A
4660;4660000;B
4661;4661000;A
4662;4662000;B
4663;4663000;A
4664;4664000;B
4665;4665000;A
4666;4666000;B
4667;4667000;A
4668;4668000;B
4669;4669000;A
4670;4670000;B
4671;4671000;A
4672;4672000;B
4673;4673000;A
4674;4674000;B
4675;4675000;A
4676;4676000;B
4677;4677000;A
4678;4678000;B
4679;4679000;A
4680;4680000;B
4681;4681000;A
4682;4682000;B
4683;4683000;A
4684;4684000;B
4685;4685000;A
4686;4686000;B
4687;4687000;A
4688;4688000;B
4689;4689000;A
4690;4690000;B
4691;4691000;A
4692;4692000;B
4693;4693000;A
4694;4694000;B
4695;4695000;A
4696;4696000;B
4697;4697000;A
4698;4698000;B
4699;4699000;A
4700;4700000;B
4701;4701000;A
4702;4702000;B
4703;4703000;A
4704;4704000;B
4705;4705000;A
4706;4706000;B
4707;4707000;A
4708;4708000;B
4709;4709000;A
4710;4710000;B
4711;4711000;A
4712;4712000;B
4713;4713000;A
4714;4714000;B
4715;4715000;A
4716;4716000;B
4717;4717000;A
4718;4718000;B
4719;4719000;A
4720;4720000;B
4721;4721000;A
4722;4722000;B
4723;4723000;A
4724;4724000;B
4725;4725000;A
4726;4726000;B
4727;4727000;A
4728;4728000;B
4729;4729000;A
4730;4730000;B
4731;4731000;A
4732;4732000;B
4733;4733000;A
4734;4734000;B
4735;4735000;A
4736;4736000;B
4737;4737000;A
4738;4738000;B
4739;4739000;A
4740;4740000;B
4741;4741000;A
4742;4742000;B
4743;4743000;A
4744;4744000;B
4745;4745000;A
4746;4746000;B
4747;4747000;A
4748;4748000;B
4749;4749000;A
4750;4750000;B
4751;4751000;A
4752;4752000;B
4753;4753000;A
4754;4754000;B
4755;4755000;A
4756;4756000;B
4757;4757000;A
4758;4758000;B
4759;4759000;A
4760;4760000;B
4761;4761000;A
